Title,Year,Language,Genre,Production Company,Runtime (mins),Budget (INR),Director,Lead Cast,Release Date (India),MPAA Rating
Ramanujan,2014,Tamil,"Drama, History",Camphor Cinema,170,,Gnana Rajasekaran,"Abhinay Vaddi, Suhasini Maniratnam, Kevin McGowan",11-07-2014,U
Panduvam,2014,Tamil,,,,,,,,
Annabelle Sethupathi,2021,Tamil,"Horror, Comedy, Fantasy",Passion Studios,134,,Deepak Sundarrajan,"Vijay Sethupathi, Taapsee Pannu, Jagapati Babu",,
Pizza,2012,Tamil,"Thriller, Comedy, Romance, Horror",Thirukumaran Entertainment,127,"2,00,40,000",Karthik Subbaraj,"Vijay Sethupathi, Remya Nambeesan, Aadukalam Naren",19-10-2012,N/A
Chennai 2 Bangkok,2019,Tamil,"Action, Drama",,141,,Sathish Santhosh,"Jai Akash, Sony Charishta, Kumki Ashwin",13-12-2019,UA
Rettai Vaalu,2014,Tamil,"Comedy, Drama, Romance",Pranav Productions,145,,Desika,"Akhil, Kovai Sarala, Thambi Ramaiah",19-09-2014,U
Naan Yaar,2016,Tamil,,,,,,,,
Petta Rap,2024,Tamil,"Action, Music",Blue Hill Films,133,,SJ Sinu,"Prabhu Deva, Vedhika, Riyaz Khan",27-09-2024,N/A
Ravana Desam,2013,Tamil,Drama,,0,,Ajay Nuthakki,"Ajay Nuthakki, Nanditha Jennifer, Ramesh Babu",13-11-2013,U
Sillu Vandugal,2021,Tamil,,,,,,,,
Eppodhum Raja,2024,Tamil,,,,,,,,
Dhoni Kabadi Kuzhu,2018,Tamil,Drama,,120,,Ayyappan,"Abhilash, Leema Babu, Thenali",07-12-2018,U
Chithirai Sevvaanam,2021,Tamil,"Family, Drama","Zee Studios, Think Big Studios",128,,Stunt Silva,"Samuthirakani, Pooja Kannan, Rima Kallingal",,
Asuran,2019,Tamil,"Action, Drama",V Creations,141,,Vetrimaaran,"Dhanush, Manju Warrier, Ken Karunas",04-10-2019,UA
Dr. 56[e],2022,Tamil,,,,,,,,
Vu,2014,Tamil,Comedy,,0,,Ashik H,"Thambi Ramaiah, Varun, Madhan Gopal",07-02-2014,U
Akku,2023,Tamil,"Thriller, Crime, Horror",Ambigapathi Movie Makers [in],112,,Stalin V,"Prajin Padmanabhan, Ventakesh, Gayatri Rema",13-10-2023,UA
Arakkonam,2012,Tamil,,,,,,,,
Enjoy,2022,Tamil,Romance,LNH Creation,0,,Perumal Kasi,"Madhan Kumar Dhakshinamoorthy, Vignesh, Harish Kumar",23-12-2022,A
Mayilanji,2023,Tamil,,,,,,,,
Anaagarigam,2011,Tamil,"Drama, Romance",B Pictures,115,,Krishna Devan,"Vibhu Raman, Prajwal Poovaiah, Waheeda",26-11-2011,A
Vidayutham,2016,Tamil,"Horror, Romance",Sree Nagaraja Sarpayakshi Films,138,,Nagamaneci,"Tanvi Ganesh Lonkar, Ram Saravanan, Nagamaneci",18-03-2016,UA
Vil Ambu,2016,Tamil,"Drama, Romance, Action",Star Film Land,137,,Ramesh Subramaniam,"Sri, Harish Kalyan, Srushti Dange",12-02-2016,UA
Kallathoni,2016,Tamil,,,,,,,,
Kanaga Durga,2016,Tamil,,,,,,,,
Peikku Kalyanam,2023,Tamil,,,,,,,,
7 Naatkal,2017,Tamil,"Action, Crime, Thriller",Million Dollar Movies,133,,V. R. Gautham,"Sakthi Vasu, Ganesh Venkatraman, Nikesha Patel",02-06-2017,U
Keeripulla,2013,Tamil,Romance,,0,,Firosekhan,"Yuvan, Disha Pandey, Shashika",29-03-2013,U
Yamuna,2013,Tamil,Drama,,133,,E. V. Ganesh Babu,"Vinodhini Vaidyanathan, Sri Ramya, Aadukalam Naren",07-06-2013,U
Vaadaa,2010,Tamil,"Action, Comedy",,0,,A. Venkatesh,"Sundar C, Sheryl Brindo, Jayaram",15-10-2010,N/A
Vaigai Express,2017,Tamil,"Crime, Drama, Thriller",Makkal Paasarai,130,,Shaji Kailas,"R. K., Neetu Chandra, Iniya",24-03-2017,U
Thappu,2011,Tamil,"Drama, Romance",,106,,Akilan,"Vivin, Rani Chadhurvethi, Ajay",01-03-2011,A
Uchathula Shiva,2016,Tamil,"Drama, Action, Comedy",K Entertainnments,126,,Jaypee,"Karan, Neha Ratnakaran, Aadukalam Naren",16-09-2016,U
Hot Spot,2024,Tamil,Drama,,122,,Vignesh Karthick,"Kalaiyarasan, Sofia Manikandan, Janani Iyer",29-03-2024,A
Neethana Avan,2010,Tamil,,,,,,,,
Selfie,2022,Tamil,,,14,,Alex Sernambi,,,
Bayam Oru Payanam,2016,Tamil,"Horror, Thriller",Octo Spider Productions,127,,Mani Sharma,"Bharath Reddy, Vishakha Singh, Meenakshi Dixit",26-08-2016,U
Kattappava Kanom,2017,Tamil,"Action, Comedy, Romance",Wind Chimes Media Entertainment,125,,Mani Seiyon,"Sibiraj, Aishwarya Rajesh, Kaali Venkat",17-03-2017,U
Kanchana 2,2015,Tamil,"Horror, Comedy",Raghavendra Productions,168,,Raghava Lawrence,"Raghava Lawrence, Kovai Sarala, Taapsee Pannu",17-04-2015,U
Paatti,2013,Tamil,,,0,,Rameshkumar Natarajan,,22-02-2013,U
Capmaari,2019,Tamil,"Comedy, Drama, Romance",Green Signal Production,133,,S. A. Chandrasekhar,"Jai Sampath, Athulya Ravi, Vaibhavi Shandilya",13-12-2019,A
Chandramukhi 2,2023,Tamil,"Comedy, Horror, Drama",Lyca Productions,158,,P. Vasu,"Kangana Ranaut, Raghava Lawrence, Vadivelu",28-09-2023,UA
Thittivasal,2017,Tamil,"Thriller, Drama",K3 Cine Creations,113,,M. Prathapmuraali,"Nassar, Ajay Rathnam, Kinni Vinodh",03-11-2017,UA
Kazhuvethi Moorkkan,2023,Tamil,"Action, Family",Olympia Movies,152,,Sy Gowtham Raj,"Arulnithi, Dushara Vijayan, Santhosh Prathap",26-05-2023,UA
Innisai Kavalan,2010,Tamil,,,,,,,,
Naduvan,2021,Tamil,"Thriller, Drama",Cue Entertainment,123,,Sharran Kumar,"Bharath Srinivasan, Aparna Vinod, Gokul Anand",,
Vajram,2015,Tamil,"Drama, Action, Family",Sri Sairam Film Factory,0,,Ramesh Selvan D S,"Kishore DS, Sree Raam, Murugesh",27-02-2015,U
Pudhumugangal Thevai,2012,Tamil,,,,,,,,
Sankarankovil,2011,Tamil,"Romance, Action",,125,,PN. Pazhanivelraja,"Kanal Kannan, Nassar, Prabhu",12-08-2011,U
Rukku,2017,Tamil,,,,,,,,
Kalla Parunthu,2012,Tamil,,,,,,,,
White Rose,2024,Tamil,"Crime, Thriller",Poombarai Murugan Productions [IN],117,,K Rajashekar,"Anandhi, R. K. Suresh, Rooso Sreedharan",05-04-2024,UA
Meiyazhagan,2024,Tamil,"Family, Drama",2D Entertainment,177,,C. Prem Kumar,"Arvind Swamy, Karthi, Rajkiran",27-09-2024,U
Strawberry,2015,Tamil,Horror,,140,,Pa. Vijay,"Pa. Vijay, Yuvina Parthavi, Samuthirakani",11-09-2015,UA
Ameerin Aadhi-Bhagavan,2013,Tamil,Action,Anbu Pictures,160,,Ameer,"Ravi Mohan, Neetu Chandra, Babu Antony",22-02-2013,A
Meaghamann,2014,Tamil,"Thriller, Drama, Action, Crime",Nemichand Jhabak Productions,139,,Magizh Thirumeni,"Arya, Hansika Motwani, Sudhanshu Pandey",25-12-2014,U
Onaayum Aattukkuttiyum,2013,Tamil,"Crime, Mystery, Thriller, Action",Lone Wolf Productions,142,,Mysskin,"Sri, Mysskin, Adithya Menon",27-09-2013,N/A
50 Roova,2019,Tamil,,,,,,,,
Sarpatta Parambarai,2021,Tamil,"History, Action, Drama","Neelam Productions, K9 Studios",174,,Pa. Ranjith,"Arya, Pasupathy, Kalaiyarasan",,
Padai Soozha,2011,Tamil,,,,,,,,
Kollaikaran,2012,Tamil,,Prasad Cine Arts,0,,Tamil Selvan,"Vidharth, Sanchita Shetty",13-01-2012,N/A
Kumara,2011,Tamil,Comedy,"New Line Cinema, Mandate Pictures, Warner Bros. Pictures",90,"1,58,65,00,000",Todd Strauss-Schulson,"John Cho, Kal Penn, Paula Garcés",,
Sivaranjiniyum Innum Sila Pengalum,2021,Tamil,Drama,Hamsa Productions,112,,Vasanth,"Lakshmi Priyaa, Parvathy Thiruvothu, Kalieaswari Srinivasan",,
Theedhum Soodhum Endhan Mugavari,2023,Tamil,"Crime, Thriller",Jayanthi Productions [in],0,,Ghitha Mohhan,"Sreekumar Jay, Angana Arya, Avinash",15-12-2023,UA
Appathava Aattaya Pottutanga,2021,Tamil,Drama,,122,,N Stephen Rangaraj,"Chandrahasan, Shanmugasundaram, Delhi Ganesh",,
Theru Naaigal,2017,Tamil,"Thriller, Crime, Drama",Shree Bhuwal Movie Productions,102,,Hari Uthra,"Pavel Navageethan, Appukutty, Imman Annachi",22-09-2017,U
Sri Sabari Ayyappan,2023,Tamil,,,,,,,,
Takkar,2023,Tamil,"Action, Romance",Passion Studios,138,,Karthik G. Krish,"Siddharth, Divyansha Kaushik, Abhimanyu Singh",09-06-2023,UA
Mangai Maanvizhi Ambugal,2018,Tamil,"Drama, Comedy, Romance",Road Train pictures,93,,Vino,"Mahi, Prithvi Vijay",13-07-2018,U
Rajapattai,2011,Tamil,"Action, Comedy, Romance","PVP Cinema, Gemini Film Circuit",127,"33,40,00,000",Suseenthiran,"Vikram, Deeksha Seth, Pradeep Ram Singh Rawat",23-12-2011,U
Ninaivellam Neeyada,2024,Tamil,,,,,,,,
Mangalapuram,2017,Tamil,,,,,,,,
Savarikkadu,2017,Tamil,,,124,,MN Krishnakumar,"Soori, Robo Shankar, Ambani Shankar",21-07-2017,UA
Kaala,2018,Tamil,"Comedy, Thriller, Drama","Flying Unicorn Entertainment, Cinestaan Film Company",112,,Akshat Verma,"Saif Ali Khan, Akshay Oberoi, Isha Talwar",12-01-2018,A
Osthe,2011,Tamil,"Action, Comedy, Drama, Romance",,157,,Dharani,"Silambarasan, Richa Gangopadhyay, Santhanam",22-11-2011,U
Ulagammai,2023,Tamil,,Madras Digital Cinema Academy,121,,Jayaprakash Veerapan,"G. Marimuthu, G. M. Sundar, Gouri G Kishan",22-09-2023,UA
Laththi,2022,Tamil,"Action, Drama",Rana Productions,142,,A. Vinoth Kumar,"Vishal Krishna, Sunaina, Prabhu",22-12-2022,UA
Calls,2021,Tamil,"Comedy, TV Movie",ZDF,88,,Rainer Kaufmann,"Maren Kroymann, Jördis Triebel, Ulrike C. Tscharre",,
Thirunaal,2016,Tamil,"Romance, Action",Kodhandapani Films,138,,Ramnath Palanikumar,"Jiiva, Nayanthara, Meenakshi",05-08-2016,U
Mark Antony,2023,Tamil,"Science Fiction, Action, Comedy",Mini Studios,151,,Adhik Ravichandran,"Vishal Krishna, S. J. Suryah, Sunil Varma",15-09-2023,UA
Gulu Gulu,2022,Tamil,"Comedy, Adventure, Romance",Circle Box Entertainment,122,,Rathna Kumar,"Santhanam, Athulya Chandra, Namita Krishnamurthy",29-07-2022,UA
Paayum Oli Nee Yenakku,2023,Tamil,"Thriller, Romance, Action",,118,,Karthik Adwait,"Vikram Prabhu, Vani Bhojan, Dhananjay",23-06-2023,N/A
Baba Black Sheep,2023,Tamil,"Comedy, Drama",Romeo Pictures,119,,Rajmohan Arumugam,"Ammu Abhirami, Vignesh, Suresh Chakravarthy",14-07-2023,U
Kadhal Enakku Romba Pidikkum,2018,Tamil,,,,,,,,
Aramm,2017,Tamil,"Drama, Thriller",KJR Studios,120,,Gopi Nainar,"Nayanthara, Sunu Lakshmi, Ramachandran Durairaj",10-11-2017,U
80s Buildup,2023,Tamil,"Comedy, Romance",Studio Green,122,,Kalyaan,"Santhanam, Radhika Preeti, K. S. Ravikumar",24-11-2023,U
I,2015,Tamil,"Documentary, Horror","Cult Film Screenings, Dead Mouse Productions",476,,Kevin McDonagh,"Oliver Smith, Doug Bradley, Clare Higgins",,
Viruthachalam,2017,Tamil,,,,,,,,
Enkitta Mothathe,2017,Tamil,"Action, Drama","RV Films, Eros International",128,,Ramu Chellappa,"Natarajan Subramaniam, Parvatii Nair, Sanchita Shetty",24-03-2017,U
Nila Meedhu Kadhal,2013,Tamil,,,0,,,,04-11-2013,U
Web,2023,Tamil,Thriller,Velan Productions (IN),118,,N Haroon,"Natarajan Subramaniam, Shilpa Manjunath, Subha Priya Malar",04-08-2023,UA
Naangellam Edagoodum,2014,Tamil,,,,,,,,
Solla Matten,2013,Tamil,,,0,,,,07-06-2013,U
Onaaigal Jakkiradhai,2018,Tamil,"Horror, Drama",S Bioscope Productions,125,,JPR,"Kabali Vishwanth, Riythvika, Baby Amrutha",05-01-2018,N/A
Megha,2014,Tamil,"Romance, Thriller",JSK Film Corporation,157,,Karthik Rishi,"Ashwin Kakumanu, Srushti Dange, Angana Roy",22-08-2014,U
Chennai 2 Singapore,2017,Tamil,"Drama, Comedy, Romance","Comicbook Films India Private Ltd, Media Development Authority of Singapore",122,,Abbas Akbar,"Anju Kurian, Gokul Anand, Rajesh Balachandiran",15-12-2017,U
Traffic Ramasamy,2018,Tamil,Drama,Green Signal Production,119,,Vicky Anand,"S. A. Chandrasekhar, Prakash Raj, Rohini",22-06-2018,U
Writer,2021,Tamil,"Fantasy, Action, Adventure, Drama","United Entertainment Partners, 华策影业（上海）有限公司, Free Whale Pictures",130,,Lu Yang,"Lei Jiayin, Yang Mi, Dong Zijian",,
Chithiram Pesuthadi 2,2019,Tamil,"Drama, Thriller","Dream Bridge Productions, Sri Saravana Bhava Films",137,,Rajan Madhav,"Vidharth, Radhika Apte, Ajmal Ameer",15-02-2019,UA
Padam Parthu Kadhai Sol,2012,Tamil,,,,,,,,
Pragamiyam,2017,Tamil,,,,,,,,
Beast,2022,Tamil,"Thriller, Action, Horror, Adventure","RVK Studios, Will Packer Productions, Universal Pictures, dentsu",92,,Baltasar Kormákur,"Idris Elba, Leah Sava Jeffries, Iyana Halley",,
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,Tamil,"Comedy, Romance",Rajam Productions,150,,L. G. Ravichandar,"Bharath Srinivasan, Nandita Swetha, Karunakaran",22-08-2014,U
Theethum Nandrum,2021,Tamil,"Thriller, Action, Romance",Hari Silver Screens,143,,Rasu Ranjith,"Rasu Ranjith, Lijomol Jose, Aparna Balamurali",12-03-2021,UA
Muthal Manavan,2014,Tamil,,,,,,,,
Anjaan,2014,Tamil,"Action, Thriller, Crime","Thirupathi Brothers, UTV Motion Pictures",170,,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal",15-08-2014,U
Virudhagiri,2010,Tamil,,,,,,,,
Nanjupuram,2011,Tamil,"Fantasy, Thriller","Sri Thenandal Films, Ilusionz infinite",110,,Charles,"Raaghav, Mounika, Aadukalam Naren",01-03-2011,N/A
Settaikkaranga,2019,Tamil,,,,,,,,
Vaandu,2019,Tamil,,,0,,,,08-02-2019,UA
96,2018,Tamil,Romance,Madras Enterprises,159,,C. Prem Kumar,"Vijay Sethupathi, Trisha Krishnan, Aditya Baskar",04-10-2018,U
Anbulla Manvizhiye,2012,Tamil,,,,,,,,
Maharani Kottai,2015,Tamil,,,0,,,"Richard Rishi, Senthil, Ganja Karuppu",07-10-2015,UA
Kannakkol,2018,Tamil,"Comedy, Romance",,109,,V. A. Kumaresan,"Bharani, Karunya Ram, Ganja Karuppu",15-06-2018,U
Kadhalicha Thappa,2022,Tamil,,,,,,,,
Thodraa,2018,Tamil,Drama,,119,,Mathuraj,"Akshayaa Premnath, Jaichandra Saravanak, Prithvi Pandiarajan",07-09-2018,U
Nugam,2013,Tamil,,Synergy Creations,0,,Jeffy,"Jey Bala, Vijayakumar, Iniya",18-10-2013,U
Adithya Varma,2019,Tamil,"Drama, Romance",E4 Entertainments,168,,Gireeshaaya,"Dhruv Vikram, Banita Sandhu, Priya Anand",21-11-2019,A
Igloo,2019,Tamil,"Drama, Romance",Drumsticks Productions,138,,Bharath Mohan,"Amzath Khan, Anju Kurian, Bagavathi Perumal",,
Chinnanjiru Kiliye,2021,Tamil,"Drama, Crime, Thriller",,122,,Sabarinathan Muthupandian,"Senthilnathan, Archana Singh, Sandra Nair",24-09-2021,U
Theerkadarishi,2023,Tamil,"Thriller, Crime",Sri Saravanaa Creaations,120,,L.R. Sundarapandi,"Ajmal Ameer, Sathyaraj, Dusshyanth Ramkumar",05-05-2023,UA
Thirumanam,2019,Tamil,"Romance, Drama",Preniss International,156,,Cheran,"Cheran, Kavya Suresh, Umapathy Ramaiah",01-03-2019,U
Imai,2017,Tamil,"Drama, Romance",,87,,Vijay Mohan,"Sarish, Atchaya Priya, Raya Rahman",22-12-2017,N/A
Jailer,2023,Tamil,"Action, Crime, Thriller, Comedy, Adventure",Sun Pictures,165,,Nelson Dilipkumar,"Rajinikanth, Vinayakan, Vasanth Ravi",10-08-2023,UA
Neethaane En Ponvasantham,2012,Tamil,"Drama, Romance","Photon Kathaas, R S Infotainment",155,"15,19,70,000",Gautham Vasudev Menon,"Jiiva, Samantha Ruth Prabhu, Santhanam",14-12-2012,N/A
Nanban,2012,Tamil,"Comedy, Drama",Gemini Film Circuit,181,"68,47,00,000",Shankar,"Vijay, Jiiva, Srikanth",14-01-2012,N/A
Uriyadi,2016,Tamil,"Thriller, Action","Souvenir Productions, Pinrom Pictures",126,,Vijay Kumar,"Vijay Kumar, Chandru, Jayakanth Velu",27-05-2016,A
Miss You,2024,Tamil,"Romance, Drama","浙江影视（集团）有限公司, Lian Ray Pictures",112,,Yan Han,"Zhang Jingyi, Tan Jianci, Jiang Long",,
Iyakkunar,2015,Tamil,,,,,,,,
Naanum Oru Azhagi,2024,Tamil,"Romance, Drama",K C Creation,0,,Pozhikkarayan .K,"K. Arun, J. Megna, S. Rajadurai",05-07-2024,N/A
Raayan,2024,Tamil,"Action, Drama, Thriller",Sun Pictures,143,"99,36,50,000",Dhanush,"Dhanush, Dushara Vijayan, Sundeep Kishan",26-07-2024,A
Boomer Uncle,2024,Tamil,"Horror, Comedy","Anka media, Olympia Movies",121,,M. S. Swadees,"Oviya Helen, Yogi Babu, Robo Shankar",,
Aangal Jakiradhai,2021,Tamil,,,,,,,,
Medai,2018,Tamil,,,,,,,,
Muthu Nagaram,2013,Tamil,"Comedy, Action, Romance",La Cine Arts,123,,Thirupathi Raja,"Visvaa, Asrik Banu, Chaams",25-10-2013,UA
Ennamo Nadakkudhu,2014,Tamil,Thriller,,127,,Rajapandi,"Vijay Vasanth, Mahima Nambiar, Prabhu",25-04-2014,U
Vishwaroopam,2013,Tamil,"Action, Thriller","Aascar Films, PVP Cinema, Raajkamal Films International",147,"1,41,95,00,000",Kamal Haasan,"Kamal Haasan, Rahul Bose, Andrea Jeremiah",07-02-2013,UA
Maanaadu,2021,Tamil,"Thriller, Action, Science Fiction",V House Productions,147,"98,86,40,334",Venkat Prabhu,"Silambarasan, S. J. Suryah, Kalyani Priyadarshan",25-11-2021,UA
Maalai Pozhudhin Mayakathilaey,2012,Tamil,"Romance, Drama",Sri Lakshmi Narasimha Creations,115,,Narayan Nagendra Rao,"Aari Arjuna, Shubha Phutela, Subbu Panchu",27-07-2012,U
Dada,2023,Tamil,"Drama, Comedy, Romance",Olympia Movies,135,,Ganesh K. Babu,"Kavin Raj, Aparna Das, Harish Kumar",10-02-2023,U
Nadodi Paravai,2014,Tamil,,,,,,,,
Miriam Maa,2023,Tamil,"Family, Drama",Sri Sai Film Factory,0,,Malathy Narayan,"Rekha, V.J. Ashiq, Ezhil Durai",22-12-2023,N/A
Muran,2011,Tamil,"Drama, Thriller",UTV Motion Pictures,134,,Rajan Madhav,"Prasanna, Cheran, Nikita Thukral",15-09-2011,N/A
Sagakkal,2011,Tamil,Drama,,140,,,"Sanjeev, Advaitha",18-08-2011,N/A
Sundarapandian,2012,Tamil,"Drama, Romance, Action",Company Productions,140,,S. R. Prabhakaran,"M. Sasikumar, Lakshmi Menon, Vijay Sethupathi",14-09-2012,N/A
AGP Schizophrenia,2022,Tamil,"Thriller, Mystery",KSR Studio,0,,Ramesh Subramaniyan,"Lakshmi Menon, R. V. Bharathan",20-01-2022,UA
Mynaa,2010,Tamil,"Thriller, Drama, Romance",Shalom Studios,146,"2,50,50,00,000",Prabhu Solomon,"Vidharth, Amala Paul, Thambi Ramaiah",05-11-2010,N/A
Kolanji,2019,Tamil,"Family, Drama",White Shadows Productions,117,,Dhanaram Saravanan,"Rajaji Manickam, Naina Sarwar, Samuthirakani",26-07-2019,U
O Kadhal Kanmani,2015,Tamil,"Romance, Drama",Madras Talkies,139,"7,84,90,000",Mani Ratnam,"Dulquer Salmaan, Nithya Menen, Prakash Raj",17-04-2015,UA
Chithirai Thingal,2014,Tamil,,,,,,,,
Vandae Maatharam,2010,Tamil,"Crime, Action, Thriller",,157,"20,04,00,000",T. Aravind,"Mammootty, Arjun Sarja, Sneha",10-09-2010,N/A
Lineman,2024,Tamil,"Comedy, Drama",Purple Rock Entertainers,121,,Raghu Shastry,"Thrigun, Jayashreedevi, Mico Nagaraj",15-03-2024,N/A
Virudhu,2019,Tamil,,,,,,,,
Ilai,2017,Tamil,Drama,Action Reaction Productions,121,,Bineesh Raj,"Swathy Narayanan, Sujith, Vee Jenish",21-04-2017,U
Nagesh Thiraiyarangam,2018,Tamil,"Romance, Horror",Transindia Media & Entertainment Private Limited,128,,Mohamad Issack,"Aari Arjuna, Ashna Zaveri, Masoom Shankar",16-02-2018,UA
Thalaivan,2014,Tamil,"Romance, History, Drama",Y NOT Studios,150,"25,88,50,000",Vasanthabalan,"Prithviraj Sukumaran, Siddharth, Vedhika",28-11-2014,U
Oru Mugathirai,2017,Tamil,"Thriller, Horror","Sree Sai Vignesh Studios, SSK Resources",132,,R Senthilnadan,"Rahman, Devika Madhavan, Delhi Ganesh",17-03-2017,U
Madrasapattinam,2010,Tamil,"Drama, History, Romance",AGS Entertainment,159,,A. L. Vijay,"Arya, Amy Jackson, Nassar",09-07-2010,U
Karthikeyanum Kaanamal Pona Kadhaliyum,2018,Tamil,,,,,,,,
Paiyaa,2010,Tamil,"Action, Adventure, Romance",Thirupathi Brothers,148,,N. Linguswamy,"Karthi, Tamannaah Bhatia, Milind Soman",02-04-2010,U
Aranam,2024,Tamil,"Horror, Crime, Thriller",Thamizh Thiraikkoodam [in],0,,Priyan,"Priyan, Varsha Saravanakumar, Laguparan",05-01-2024,N/A
Aravaan,2012,Tamil,"Drama, History",Amma Creations,145,,Vasanthabalan,"Aadhi Pinisetty, Pasupathy, Sai Dhanshika",02-03-2012,U
Ambuli,2012,Tamil,"Fantasy, Horror, Thriller",KTVR Creative Frames,132,,Hareesh Narayan,"R. Parthiban, R. Ajay, P. S. Srijith",17-02-2012,U
Palakkattu Madhavan,2015,Tamil,"Comedy, Drama",ABC Dreams,125,,M. Chandramohan,"Vivek, Sonia Agarwal, Rajendran",03-07-2015,UA
Amutha,2018,Tamil,"Thriller, Crime, Music",Southern Film Factory,0,,P. S. Arjun,"Sriya Sree, Anees Shaz, Levin Simon Joseph",16-05-2018,N/A
Kuzhali,2022,Tamil,Drama,Trident Arts,135,,Chera. Kalaiyarasan,"Aara, J Vignesh, Senthikumari",23-09-2022,UA
Siddu +2,2010,Tamil,,,,,,,,
Andaman,2016,Tamil,"Romance, Action",Sudha Cine Movies,120,,Adhavan,"Richard Rishi, Manochitra, Crane Manohar",16-12-2016,U
Thalaimuraigal,2013,Tamil,"Family, Drama",Company Productions,105,,Balu Mahendra,"Balu Mahendra, Master Karthick, Ramya Shankar",20-12-2013,U
Idhayam Thiraiarangam,2012,Tamil,,,0,,,,01-06-2012,U
Vilai,2010,Tamil,Documentary,,145,,G. Kamaraj,"Bharani, Bhanuchander, Saravanan",28-05-2010,N/A
En 6 Vaathiyaar Kaalpanthatta Kuzhu,2023,Tamil,Drama,,123,,S Hari Uthraa,"S.Sharath Kumar, Ayraa, Ganja Karuppu",15-09-2023,UA
Chennaiyil Oru Naal 2,2017,Tamil,Drama,,101,,JPR,"R. Sarathkumar, Napoleon, Munishkanth",18-10-2017,UA
Sokkali,2013,Tamil,,,,,,,,
Santharpam,2022,Tamil,,,,,,,,
Soozhnilai,2012,Tamil,"Action, Drama",,145,,Sendhooran,"Sathyam, Paveena, Nizhalgal Ravi",29-04-2012,N/A
Thanimai,2019,Tamil,,Foot Steps Production,134,,S. Sivaraman,"Sonia Agarwal, Bonda Mani, Ganja Karuppu",03-05-2019,U
Thalaikkavasamum 4 Nanbargalum,2023,Tamil,"Thriller, Comedy",Team Productions,128,,V.M. Rathnavel,"Ananth Nag, Swetha Dorathy, Renuka Bathula",07-04-2023,UA
Sivappu Manjal Pachai,2019,Tamil,Thriller,Abhishek Films,140,,Sasi,"Siddharth, G. V. Prakash Kumar, Lijomol Jose",06-09-2019,U
Pattu Vanna Rosavam,2010,Tamil,,,,,,,,
Bell,2023,Tamil,"Comedy, Thriller",Belmont University,6,"33,400",Ellie Grace Herrold,"Chad Paetznick, Reece Hassell, Keegan Starnes",,
Sutta Pazham Sudatha Pazham,2016,Tamil,,,,,,,,
Marumunai,2014,Tamil,Romance,,135,,Maris Kumar,"Maruthi, Mrudhula bhaskar, M. S. Bhaskar",28-03-2014,U
Kallattam,2016,Tamil,"Thriller, Action",White Horse Productions,97,,G. Ramesh,"Nandha, Richard Rishi, Ilavarasu",30-09-2016,U
Vettaiyan,2024,Tamil,"Action, Crime, Drama",Lyca Productions,161,"2,96,42,50,000",T. J. Gnanavel,"Rajinikanth, Amitabh Bachchan, Fahadh Faasil",10-10-2024,UA
Tea Kadai Raja,2016,Tamil,,,107,,Marudhu Raja,"Marudhu Raja, Neha Gayatri, Yogi Babu",08-04-2016,U
Romeo Juliet,2015,Tamil,"Comedy, Drama, Romance",Madras Enterprises,151,,Lakshman,"Ravi Mohan, Hansika Motwani, Vamsi Krishna",12-06-2015,U
Arimapatti Sakthivel,2024,Tamil,Drama,,0,,Ramesh Kandhasamy,"Charle, Pavan K, Meghana Ellen",08-03-2024,UA
Vallavanukkum Vallavan,2023,Tamil,"Comedy, Action","Assault Production, Sri Thenandal Films",121,,Vijay Tesingu,"Bobby Simha, Sshivada Nair, Pooja Devariya",20-01-2023,UA
Aandavan Kattalai,2016,Tamil,"Action, Drama, Romance",Gopuram films,151,,M. Manikandan,"Vijay Sethupathi, Ritika Singh, Pooja Devariya",23-09-2016,U
Poraali,2011,Tamil,Drama,Company Productions,145,"12,108",Samuthirakani,"M. Sasikumar, Allari Naresh, Swathi Reddy",01-12-2011,N/A
Naalu Peruku Nalladhuna Edhuvum Thappilla,2017,Tamil,"Thriller, Drama, Crime",,121,,Dinesh Selvaraj,"Karthik Raj, Evan Shree, Shariya",30-03-2017,N/A
Yutha Satham,2022,Tamil,"Crime, Thriller",Kallal Global Entertainment,121,,Ezhil,"Gautham Ram Karthik, R. Parthiban, Sai Priya Deva",18-03-2022,UA
Lathika,2011,Tamil,,,,,,,,
College Road,2022,Tamil,,MP Entertainment,0,,Jai Amar singh,"Lingesh, Ananth Nag, Ansar",30-12-2022,UA
House Owner,2019,Tamil,"Drama, Family, Action",Monkey Creative Labs,109,,Lakshmi Ramakrishnan,"Kishore, Kishore DS, Lovelyn Chandrasekhar",27-06-2019,U
Kandaen,2011,Tamil,Romance,,144,,A. C. Mugil,"Shanthanu Bhagyaraj, Rashmi Gautham, Santhanam",20-05-2011,U
Oru Kanniyum Moonu Kalavaanikalum,2014,Tamil,"Comedy, Romance",Mohana Movies,141,,Chimbu Deven,"Arulnithi, Bindu Madhavi, Ashrita Shetty",04-04-2014,U
Mankatha,2011,Tamil,"Action, Thriller","Ayngaran International, Cloud Nine Movies, Sun Pictures",161,"50,93,50,000",Venkat Prabhu,"Ajith Kumar, Arjun Sarja, Vaibhav",31-08-2011,UA
Kanden Unnai Thanthen Ennai,2022,Tamil,,,,,,,,
